Date,Open,High,Low,Close,Volume
1/1/2015 15:30:00,237.75,238.6,236.26,238.01,886235
1/2/2015 15:30:00,237.6,242.33,237.6,241.33,1475096
1/5/2015 15:30:00,242.5,242.64,238.78,239.29,1199000
1/6/2015 15:30:00,238.5,239.14,234.39,235.56,2054920
1/7/2015 15:30:00,234.93,237.84,234.06,236.25,1436528
1/8/2015 15:30:00,238.56,242.24,237.05,241.21,2381456
1/9/2015 15:30:00,243.23,245,241.65,243.91,2246296
1/12/2015 15:30:00,242.35,243.6,241.13,241.76,1031603
1/13/2015 15:30:00,242.24,242.99,238.93,240.84,1457087
1/14/2015 15:30:00,240.01,243.66,239.93,240.98,921308
1/15/2015 15:30:00,247.5,249.55,242.69,248.29,2849619
1/16/2015 15:30:00,250.55,253.73,249.64,250.34,1955327
1/19/2015 15:30:00,253.31,255,250.74,251.14,1059873
1/20/2015 15:30:00,252.5,256.75,250.5,255.24,2126451
1/21/2015 15:30:00,256.85,258.24,254.59,254.99,1685153
1/22/2015 15:30:00,256.25,258.13,254.64,255.31,1617670
1/23/2015 15:30:00,257.5,262,256.1,260.7,2496978
1/27/2015 15:30:00,260.75,269.44,260.23,268.51,2490600
1/28/2015 15:30:00,267.5,273.3,263.75,264.59,2841235
1/29/2015 15:30:00,268.75,275.15,265.25,273.75,5141904
1/30/2015 15:30:00,273.64,273.64,266.06,269.34,2642604
2/2/2015 15:30:00,267.13,273.25,263.09,270.4,1427588
2/3/2015 15:30:00,269.63,270.55,263.83,266.02,2550172
2/4/2015 15:30:00,265.75,270.2,264.31,266.93,1549378
2/5/2015 15:30:00,268.75,273.2,267.59,269.13,2014787
2/6/2015 15:30:00,269.25,269.74,262.51,263.38,1725780
2/9/2015 15:30:00,261.75,262.94,258.63,260.02,1307974
2/10/2015 15:30:00,257.5,265.58,257.5,263.61,2318938
2/11/2015 15:30:00,264.5,266.2,263.25,264.6,1040397
2/12/2015 15:30:00,266.27,270.48,263.18,269,1381435
2/13/2015 15:30:00,270.3,270.5,265.9,266.45,1928625
2/16/2015 15:30:00,268.95,271.25,265.63,266.89,1847179
2/18/2015 15:30:00,266.89,270.74,264.26,268.7,1345423
2/19/2015 15:30:00,268.5,271.23,265.95,269.95,1126751
2/20/2015 15:30:00,270.75,272.48,267.13,268.26,1551506
2/23/2015 15:30:00,269.27,270.39,265.5,266.88,1395391
2/24/2015 15:30:00,267.58,267.75,264.27,266.91,1461572
2/25/2015 15:30:00,267.5,268.7,262.5,263.11,1162131
2/26/2015 15:30:00,263.41,264,258.77,259.54,3106736
2/27/2015 15:30:00,261.36,264.64,261.36,263.5,2565446
3/2/2015 15:30:00,270.09,274.75,267,270.64,3596308
3/3/2015 15:30:00,271.61,273,269.26,270.84,1507337
3/4/2015 15:30:00,276.25,277.33,265,266.33,3069406
3/5/2015 15:30:00,266.25,272.5,265.63,271.27,2425613
3/9/2015 15:30:00,269.26,270.45,264,264.75,1438952
3/10/2015 15:30:00,265.5,265.56,261.25,263.14,1283709
3/11/2015 15:30:00,262.73,265.48,262.5,264.11,1366384
3/12/2015 15:30:00,265.02,265.98,262.77,263.65,1882709
3/13/2015 15:30:00,265,266,258.65,260.66,1356695
3/16/2015 15:30:00,261.25,264.48,260.63,262.89,1337193
3/17/2015 15:30:00,265,266.48,260.71,264.51,1342326
3/18/2015 15:30:00,265.04,267.98,263.3,265.89,1287083
3/19/2015 15:30:00,267.75,268.45,262.18,263.05,1343393
3/20/2015 15:30:00,262.75,264.88,261.49,263.98,1620809
3/23/2015 15:30:00,263.99,264.85,261.5,261.94,1361685
3/24/2015 15:30:00,260.83,264.25,258.86,259.49,2243391
3/25/2015 15:30:00,260.01,261.68,257.77,258.56,2652225
3/26/2015 15:30:00,256.73,258.05,250.53,251.74,8950155
3/27/2015 15:30:00,253.74,255.89,252.03,253.66,2710224
3/30/2015 15:30:00,255,259.75,253.2,259.23,1738786
3/31/2015 15:30:00,259.98,259.98,253.71,255.68,1490564
